priority,id,filename,title,year,source,doi,bucket,ieee_link,doi_link,scholar_link,done_Y_N,notes
264,REC_0345,REC_0345.pdf,Distance function based 6DOF localization for unmanned aerial vehicles in GPS denied environments,2017,IEEE_Xplore,10.1109/IROS.2017.8206421,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FIROS.2017.8206421,https://doi.org/10.1109/IROS.2017.8206421,https://scholar.google.com/scholar?q=Distance+function+based+6DOF+localization+for+unmanned+aerial+vehicles+in+GPS+denied+environments,,
265,REC_0438,REC_0438.pdf,Vision-based object path following on a quadcopter for GPS-denied environments,2017,IEEE_Xplore,10.1109/ICUAS.2017.7991500,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FICUAS.2017.7991500,https://doi.org/10.1109/ICUAS.2017.7991500,https://scholar.google.com/scholar?q=Vision-based+object+path+following+on+a+quadcopter+for+GPS-denied+environments,,
266,REC_0896,REC_0896.pdf,Robust autonomous flight and mission management for MAVs in GPS-denied environments,2017,IEEE_Xplore,10.1109/ASCC.2017.8287144,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FASCC.2017.8287144,https://doi.org/10.1109/ASCC.2017.8287144,https://scholar.google.com/scholar?q=Robust+autonomous+flight+and+mission+management+for+MAVs+in+GPS-denied+environments,,
267,REC_0932,REC_0932.pdf,Development of a Plug-and-Play Infrared Landing System for Multirotor Unmanned Aerial Vehicles,2017,IEEE_Xplore,10.1109/CRV.2017.23,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FCRV.2017.23,https://doi.org/10.1109/CRV.2017.23,https://scholar.google.com/scholar?q=Development+of+a+Plug-and-Play+Infrared+Landing+System+for+Multirotor+Unmanned+Aerial+Vehicles,,
268,REC_1002,REC_1002.pdf,An integrated UAV navigation system based on geo-registered 3D point cloud,2017,Scopus,10.1109/MFI.2017.8170396,classic,https://www.scopus.com/pages/publications/85042374659?origin=resultslist,https://doi.org/10.1109/MFI.2017.8170396,https://scholar.google.com/scholar?q=An+integrated+UAV+navigation+system+based+on+geo-registered+3D+point+cloud,,
269,REC_1095,REC_1095.pdf,A multi-sensorial simultaneous localization and mapping (SLAM) system for low-cost micro aerial vehicles in GPS-denied environments,2017,Scopus,10.3390/s17040802,classic,https://www.scopus.com/pages/publications/85017425563?origin=resultslist,https://doi.org/10.3390/s17040802,https://scholar.google.com/scholar?q=A+multi-sensorial+simultaneous+localization+and+mapping+%28SLAM%29+system+for+low-cost+micro+aerial+vehicles+in+GPS-denied+environments,,
270,REC_1366,REC_1366.pdf,Cooperative Localisation of a GPS-Denied UAV in 3-Dimensional Space Using Direction of Arrival Measurements,2017,Scopus,10.1016/j.ifacol.2017.08.1226,classic,https://www.scopus.com/pages/publications/85031805653?origin=resultslist,https://doi.org/10.1016/j.ifacol.2017.08.1226,https://scholar.google.com/scholar?q=Cooperative+Localisation+of+a+GPS-Denied+UAV+in+3-Dimensional+Space+Using+Direction+of+Arrival+Measurements,,
271,REC_1480,REC_1480.pdf,Pose estimation for an autonomous vehicle using monocular vision,2017,Scopus,10.1109/INDIANCC.2017.7846512,classic,https://www.scopus.com/pages/publications/85015752740?origin=resultslist,https://doi.org/10.1109/INDIANCC.2017.7846512,https://scholar.google.com/scholar?q=Pose+estimation+for+an+autonomous+vehicle+using+monocular+vision,,
272,REC_1539,REC_1539.pdf,3D mapping for autonomous quadrotor aircraft,2017,Scopus,10.1142/S2301385017400064,classic,https://www.scopus.com/pages/publications/85031033588?origin=resultslist,https://doi.org/10.1142/S2301385017400064,https://scholar.google.com/scholar?q=3D+mapping+for+autonomous+quadrotor+aircraft,,
273,REC_1564,REC_1564.pdf,Ultra-wideband based cooperative relative localization algorithm and experiments for multiple unmanned aerial vehicles in GPS denied environments,2017,Scopus,10.1177/1756829317695564,classic,https://www.scopus.com/pages/publications/85029002271?origin=resultslist,https://doi.org/10.1177/1756829317695564,https://scholar.google.com/scholar?q=Ultra-wideband+based+cooperative+relative+localization+algorithm+and+experiments+for+multiple+unmanned+aerial+vehicles+in+GPS+denied+environments,,
274,REC_1619,REC_1619.pdf,Robust Autonomous Flight in Constrained and Visually Degraded Shipboard Environments,2017,Scopus,10.1002/rob.21670,classic,https://www.scopus.com/pages/publications/84988622309?origin=resultslist,https://doi.org/10.1002/rob.21670,https://scholar.google.com/scholar?q=Robust+Autonomous+Flight+in+Constrained+and+Visually+Degraded+Shipboard+Environments,,
275,REC_0242,REC_0242.pdf,Survey on UAV navigation in GPS denied environments,2016,IEEE_Xplore,10.1109/SCOPES.2016.7955787,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FSCOPES.2016.7955787,https://doi.org/10.1109/SCOPES.2016.7955787,https://scholar.google.com/scholar?q=Survey+on+UAV+navigation+in+GPS+denied+environments,,
276,REC_0255,REC_0255.pdf,A stereo and rotating laser framework for UAV navigation in GPS denied environment,2016,IEEE_Xplore,10.1109/IECON.2016.7793246,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FIECON.2016.7793246,https://doi.org/10.1109/IECON.2016.7793246,https://scholar.google.com/scholar?q=A+stereo+and+rotating+laser+framework+for+UAV+navigation+in+GPS+denied+environment,,
277,REC_0296,REC_0296.pdf,Optical flow sensor integrated navigation system for quadrotor in GPS-denied environment,2016,IEEE_Xplore,10.1109/ICRAE.2016.7738795,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FICRAE.2016.7738795,https://doi.org/10.1109/ICRAE.2016.7738795,https://scholar.google.com/scholar?q=Optical+flow+sensor+integrated+navigation+system+for+quadrotor+in+GPS-denied+environment,,
278,REC_0362,REC_0362.pdf,Unmanned aerial vehicle relative navigation in GPS denied environments,2016,IEEE_Xplore,10.1109/PLANS.2016.7479719,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FPLANS.2016.7479719,https://doi.org/10.1109/PLANS.2016.7479719,https://scholar.google.com/scholar?q=Unmanned+aerial+vehicle+relative+navigation+in+GPS+denied+environments,,
279,REC_0752,REC_0752.pdf,Cooperative localisation of UAVs in a GPS-denied environment using bearing measurements,2016,IEEE_Xplore,10.1109/CDC.2016.7798924,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FCDC.2016.7798924,https://doi.org/10.1109/CDC.2016.7798924,https://scholar.google.com/scholar?q=Cooperative+localisation+of+UAVs+in+a+GPS-denied+environment+using+bearing+measurements,,
280,REC_1001,REC_1001.pdf,Perception and navigation for an autonomous quadrotor in GPS-denied environments,2016,Scopus,10.2316/Journal.206.2016.6.206-4434,classic,https://www.scopus.com/pages/publications/85008158365?origin=resultslist,https://doi.org/10.2316/Journal.206.2016.6.206-4434,https://scholar.google.com/scholar?q=Perception+and+navigation+for+an+autonomous+quadrotor+in+GPS-denied+environments,,
281,REC_1064,REC_1064.pdf,Autonomous Navigation for Micro Aerial Vehicles in Complex GNSS-denied Environments,2016,Scopus,10.1007/s10846-015-0274-3,classic,https://www.scopus.com/pages/publications/84944703942?origin=resultslist,https://doi.org/10.1007/s10846-015-0274-3,https://scholar.google.com/scholar?q=Autonomous+Navigation+for+Micro+Aerial+Vehicles+in+Complex+GNSS-denied+Environments,,
282,REC_1103,REC_1103.pdf,Integrated navigation of aerial robot for GPS and GPS-denied environment,2016,Scopus,10.1088/1742-6596/744/1/012219,classic,https://www.scopus.com/pages/publications/84994157047?origin=resultslist,https://doi.org/10.1088/1742-6596/744/1/012219,https://scholar.google.com/scholar?q=Integrated+navigation+of+aerial+robot+for+GPS+and+GPS-denied+environment,,
283,REC_1186,REC_1186.pdf,Landmarks based path planning for UAVs in GPS-denied areas,2016,Scopus,10.1016/j.ifacol.2016.03.086,classic,https://www.scopus.com/pages/publications/84974587997?origin=resultslist,https://doi.org/10.1016/j.ifacol.2016.03.086,https://scholar.google.com/scholar?q=Landmarks+based+path+planning+for+UAVs+in+GPS-denied+areas,,
284,REC_1187,REC_1187.pdf,Group coordination and path replan tactics in GPS denied environments,2016,Scopus,10.1109/ICUAS.2016.7502646,classic,https://www.scopus.com/pages/publications/84979741919?origin=resultslist,https://doi.org/10.1109/ICUAS.2016.7502646,https://scholar.google.com/scholar?q=Group+coordination+and+path+replan+tactics+in+GPS+denied+environments,,
285,REC_1322,REC_1322.pdf,Indoor SLAM for Micro Aerial Vehicles Control Using Monocular Camera and Sensor Fusion,2016,Scopus,10.1109/ICARSC.2016.46,classic,https://www.scopus.com/pages/publications/85010441786?origin=resultslist,https://doi.org/10.1109/ICARSC.2016.46,https://scholar.google.com/scholar?q=Indoor+SLAM+for+Micro+Aerial+Vehicles+Control+Using+Monocular+Camera+and+Sensor+Fusion,,
286,REC_1336,REC_1336.pdf,Multi-sensor robust relative estimation framework for GPS-denied multirotor aircraft,2016,Scopus,10.1109/ICUAS.2016.7502619,classic,https://www.scopus.com/pages/publications/84979789855?origin=resultslist,https://doi.org/10.1109/ICUAS.2016.7502619,https://scholar.google.com/scholar?q=Multi-sensor+robust+relative+estimation+framework+for+GPS-denied+multirotor+aircraft,,
287,REC_1373,REC_1373.pdf,Enabling UAV navigation with sensor and environmental uncertainty in cluttered and GPS-denied environments,2016,Scopus,10.3390/s16050666,classic,https://www.scopus.com/pages/publications/84966431163?origin=resultslist,https://doi.org/10.3390/s16050666,https://scholar.google.com/scholar?q=Enabling+UAV+navigation+with+sensor+and+environmental+uncertainty+in+cluttered+and+GPS-denied+environments,,
288,REC_1378,REC_1378.pdf,Optical Flow Sensor/INS/Magnetometer Integrated Navigation System for MAV in GPS-Denied Environment,2016,Scopus,10.1155/2016/6105803,classic,https://www.scopus.com/pages/publications/84959277763?origin=resultslist,https://doi.org/10.1155/2016/6105803,https://scholar.google.com/scholar?q=Optical+Flow+Sensor%2FINS%2FMagnetometer+Integrated+Navigation+System+for+MAV+in+GPS-Denied+Environment,,
289,REC_1400,REC_1400.pdf,Indoor SLAM for micro aerial vehicles using visual and laser sensor fusion,2016,Scopus,10.1007/978-3-319-27146-0_41,classic,https://www.scopus.com/pages/publications/84951733127?origin=resultslist,https://doi.org/10.1007/978-3-319-27146-0_41,https://scholar.google.com/scholar?q=Indoor+SLAM+for+micro+aerial+vehicles+using+visual+and+laser+sensor+fusion,,
290,REC_1423,REC_1423.pdf,A robust real-time vision based GPS-denied navigation system of UAV,2016,Scopus,10.1109/CYBER.2016.7574843,classic,https://www.scopus.com/pages/publications/84991581794?origin=resultslist,https://doi.org/10.1109/CYBER.2016.7574843,https://scholar.google.com/scholar?q=A+robust+real-time+vision+based+GPS-denied+navigation+system+of+UAV,,
291,REC_1438,REC_1438.pdf,3D motion planning for UAVs in GPS-denied unknown forest environment,2016,Scopus,10.1109/IVS.2016.7535393,classic,https://www.scopus.com/pages/publications/84983257880?origin=resultslist,https://doi.org/10.1109/IVS.2016.7535393,https://scholar.google.com/scholar?q=3D+motion+planning+for+UAVs+in+GPS-denied+unknown+forest+environment,,
292,REC_1561,REC_1561.pdf,Characterization of mountain drainage patterns for GPS-denied UAS navigation augmentation,2016,Scopus,10.1007/s00138-015-0723-9,classic,https://www.scopus.com/pages/publications/84953636985?origin=resultslist,https://doi.org/10.1007/s00138-015-0723-9,https://scholar.google.com/scholar?q=Characterization+of+mountain+drainage+patterns+for+GPS-denied+UAS+navigation+augmentation,,
293,REC_1608,REC_1608.pdf,Long-term aerial robot localization based on visual odometry and radio-based ranging,2016,Scopus,10.1109/ICUAS.2016.7502653,classic,https://www.scopus.com/pages/publications/84979740891?origin=resultslist,https://doi.org/10.1109/ICUAS.2016.7502653,https://scholar.google.com/scholar?q=Long-term+aerial+robot+localization+based+on+visual+odometry+and+radio-based+ranging,,
294,REC_1609,REC_1609.pdf,GPS Denied UAV Routing with Communication Constraints,2016,Scopus,10.1007/s10846-016-0343-2,classic,https://www.scopus.com/pages/publications/84957680616?origin=resultslist,https://doi.org/10.1007/s10846-016-0343-2,https://scholar.google.com/scholar?q=GPS+Denied+UAV+Routing+with+Communication+Constraints,,
295,REC_0025,REC_0025.pdf,Design of an UWB indoor-positioning system for UAV navigation in GNSS-denied environments,2015,IEEE_Xplore,10.1109/IPIN.2015.7346960,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FIPIN.2015.7346960,https://doi.org/10.1109/IPIN.2015.7346960,https://scholar.google.com/scholar?q=Design+of+an+UWB+indoor-positioning+system+for+UAV+navigation+in+GNSS-denied+environments,,
296,REC_0057,REC_0057.pdf,ROS+unity: An efficient high-fidelity 3D multi-UAV navigation and control simulator in GPS-denied environments,2015,IEEE_Xplore,10.1109/IECON.2015.7392488,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FIECON.2015.7392488,https://doi.org/10.1109/IECON.2015.7392488,https://scholar.google.com/scholar?q=ROS%2Bunity%3A+An+efficient+high-fidelity+3D+multi-UAV+navigation+and+control+simulator+in+GPS-denied+environments,,
297,REC_0369,REC_0369.pdf,Autonomous Flight Control of a Nano Quadrotor Helicopter in a GPS-Denied Environment Using On-Board Vision,2015,IEEE_Xplore,10.1109/TIE.2015.2420036,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FTIE.2015.2420036,https://doi.org/10.1109/TIE.2015.2420036,https://scholar.google.com/scholar?q=Autonomous+Flight+Control+of+a+Nano+Quadrotor+Helicopter+in+a+GPS-Denied+Environment+Using+On-Board+Vision,,
298,REC_0461,REC_0461.pdf,Autonomous MAV navigation in complex GNSS-denied 3D environments,2015,IEEE_Xplore,10.1109/SSRR.2015.7443012,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FSSRR.2015.7443012,https://doi.org/10.1109/SSRR.2015.7443012,https://scholar.google.com/scholar?q=Autonomous+MAV+navigation+in+complex+GNSS-denied+3D+environments,,
299,REC_0594,REC_0594.pdf,Google map aided visual navigation for UAVs in GPS-denied environment,2015,IEEE_Xplore,10.1109/ROBIO.2015.7418753,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FROBIO.2015.7418753,https://doi.org/10.1109/ROBIO.2015.7418753,https://scholar.google.com/scholar?q=Google+map+aided+visual+navigation+for+UAVs+in+GPS-denied+environment,,
300,REC_0719,REC_0719.pdf,Autonomous landing of small unmanned aerial rotorcraft based on monocular vision in GPS-denied area,2015,IEEE_Xplore,10.1109/JAS.2015.7032912,classic,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FJAS.2015.7032912,https://doi.org/10.1109/JAS.2015.7032912,https://scholar.google.com/scholar?q=Autonomous+landing+of+small+unmanned+aerial+rotorcraft+based+on+monocular+vision+in+GPS-denied+area,,
